序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
13878,结局2,end_game2,1046,,,旁白,"It reminds me that humans, wolves, and all the rest of the {i}Galaxias{/i} aren't so different in the end.",这提醒了我，人类、狼、还有{i}加拉西亚斯{/i}的其他所有生物到头来并没有多少不同。
13879,结局2,end_game2,1047,,,旁白,"Which means I have to hope that the parents {i}are{/i} different, because I don't think I can trust gods that act like I do.",这意味着我必须希望Parent{i}是{/i}不同的，因为我不认为自己可以信任能由我扮演出来的神。
13880,结局2,end_game2,1048,,,旁白,"I try to distract myself, walking around the big marble halls, looking into different rooms, and reading any inscriptions I can find.",我试着分散自己的注意力，在巨大的大理石走廊中串来串去，参观不同的房间，阅读能找到的任何碑文。
13881,结局2,end_game2,1049,,,旁白,"The ""game room"" in the basement is just a series of tables with various board games that I've never learned to play.","在地下室的""娱乐间""里只有很多张桌子，上面摆着各式各样我从来没有学过其规则的棋类游戏。"
13882,结局2,end_game2,1050,,,旁白,"After a while, it becomes clear that this isn't going to be a quick meeting.",又过了段时间，看来这会议不会很快结束了。
13883,结局2,end_game2,1052,,,旁白,"The hours go by slowly, and while I would usually be pretty ticked off at Amicus at this point, I'm mostly just sad.",时间缓慢地流逝着，虽然通常我此时会对Amicus大为恼火，但现在更多的只是难过。
13884,结局2,end_game2,1053,,,旁白,"Being alone amongst towering, marble pillars isn't so different from the palace, and still, this is actually a nice change of pace.",独自站在高耸的大理石柱之间，与在皇宫并没有什么区别。不过换个口味也确实不错。
13885,结局2,end_game2,1054,,,旁白,I just wish I could be spending more time with Amicus.,我只是希望能有更多时间和Amicus在一起。
13886,结局2,end_game2,1055,,,旁白,"Eventually, I find a bunch of folded red cloth piled on a table, looking like banners for what could be the school flag, or colors, or something.",在最后，我在桌子上发现了一堆叠起来的红布，看起来像是旗帜。也许是校旗、或是国旗，诸如此类。
13887,结局2,end_game2,1056,,,旁白,"I grab a couple of these before scouting out a marble bench hidden in the corner of the main room, behind the statues and out of sight of the door.",我从中拿起几面，然后找了一张隐藏在大厅角落的雕像后面，位于门口盲点的长凳。
13888,结局2,end_game2,1057,,,旁白,"I lie down on the bench, flat on my back, laying the cloth under my head.",我把布垫在头下，平躺在长凳上。
13889,结局2,end_game2,1058,,,旁白,"I'm tired after being woken up so much earlier than I'm used to, and it's not long before I'm drifting off to sleep...",因为比平时醒的时间早得多，我已经很疲倦了。于是没多久，我就迷迷糊糊地进入了梦乡...
13890,结局2,end_game2,1062,,,旁白,"Space stretches and twists into the distance, the infinite dark blue broken here and there with planets, stars, and dust clouds.",宇宙蜿蜒，并延伸向远方。无边无际的黯蓝色与行星、恒星、尘埃云断断续续地交织在一起。
13891,结局2,end_game2,1063,,,旁白,"It's endless, monolithic, passionless...",无尽、单一、冷漠...
13892,结局2,end_game2,1064,,,旁白,Except there.,除了那里。
13893,结局2,end_game2,1065,,,旁白,"Its mark is clear on the universe, like a stain, a blemish on the glittering patchwork of stars.",它的痕迹清晰地刻印在宇宙中，就像一个污点，一个在璀璨星光拼凑之物上的污点。
13894,结局2,end_game2,1066,,,旁白,"The planets die, the stars shrivel, the dust scatters.",行星凋零、恒星枯萎、尘埃散落。
13895,结局2,end_game2,1067,,,旁白,It's all tainted.,一切都被玷污了。
13896,结局2,end_game2,1068,,,旁白,The mark is old.,那个痕迹是古老的。
13897,结局2,end_game2,1069,,,旁白,It's ancient.,久远的。
13898,结局2,end_game2,1070,,,旁白,It existed before life.,它在生命诞生之前已然存在。
13899,结局2,end_game2,1071,,,旁白,{i}Our{/i} life.,{i}我们的{/i}生命。
13900,结局2,end_game2,1072,,,旁白,It touches every life form from the youngest child to the oldest sibling.,它触及了每一个生命形式，从最幼小的Child，到最年长的Sibling。
13901,结局2,end_game2,1073,,,旁白,It convulses before your eyes in the dark.,它在你眼前的黑暗中翻腾。
13902,结局2,end_game2,1074,,,旁白,It whispers in your ear while you sleep.,它在你枕边低声耳语。
13903,结局2,end_game2,1075,,,旁白,It brushes your neck when you don't see.,它在不知不觉中轻拂你的脖颈。
13904,结局2,end_game2,1076,,,旁白,We all feel it.,我们都能感知到。
13905,结局2,end_game2,1077,,,旁白,We all know it.,我们都能认识到。
13906,结局2,end_game2,1078,,,旁白,"It transcends all, it touches all, it {i}becomes{/i} all.",它超越了一切，它触及了一切，它{i}成为{/i}了一切。
13907,结局2,end_game2,1079,,,旁白,"""{cps=22}{i}I see you...{/i}""",“{cps=12}{i}我看见你了...{/i}{/cps}”
13908,结局2,end_game2,1080,,,旁白,The black tendrils of its reach already infect everything around you.,它的黑色触须早已抵达，感染了你周围的所有事物。
13909,结局2,end_game2,1081,,,旁白,"""{cps=22}{i}They're going to kill you...They're going to kill him...Your purpose is doomed...{/i}""",“{cps=12}{i}它们会杀了你...它们会杀了他...你的使命注定会招致毁灭...{/i}{/cps}”
13910,结局2,end_game2,1082,,,旁白,"And yet, you know that this is only the beginning, that soon it will blanket everything.",然而，你知道这仅仅是个开始。很快，它将覆盖一切。
13911,结局2,end_game2,1083,,,旁白,"""{cps=22}{i}You will die...He will die...Trapped in the amalgamation forever...apart...{/i}""",“{cps=12}{i}你会死...他会死...困在统一中...永远...分离...{/i}{/cps}”
13912,结局2,end_game2,1084,,,旁白,And that's when it won't hide in the dark anymore...,届时，它将不再藏身于黑暗之中...
13913,结局2,end_game2,1087,,,旁白,"I gasp loudly, sitting up on the bench, feeling like something had been sitting on my chest.",我大口喘着气，猛然从椅子上坐起，感觉仿佛有什么曾经压在我的胸口上。
13914,结局2,end_game2,1088,,,旁白,I feel like I've been holding my breath...or something had pushed it out.,我感觉自己一直在屏着呼吸...或者有什么把空气挤了出去。
13915,结局2,end_game2,1089,,,旁白,"""{cps=22}{i}..die...{/i}""",“{cps=12}{i}..死吧...{/i}{/cps}”
13916,结局2,end_game2,1090,,,旁白,"A faint whisper to my left, and when I look, just for the briefest of moments, it seems as if the crouched wolf statue is contorted.",我的左侧传来微声细语，当我扭头望过去的时候，短短一瞬间，视野中处于蹲姿的狼雕像似乎剧烈扭曲了起来。
13917,结局2,end_game2,1091,,,旁白,"Its neck is broken, staring straight back at me.",它的脖子破裂，直勾勾地盯着我。
13918,结局2,end_game2,1092,,,旁白,"I jump, leaning back as I stare at the grotesquely twisted wolf, but it's not twisted, it's like it always was...",但是它并没有变形，就像往常一样...
13919,结局2,end_game2,1094,,,旁白,"And then I'm falling off the bench, landing hard on my ass and sending a jolt of pain through my tail bone.",紧接着，我从长凳上跌落了下来，屁股重重摔在地上，一股剧痛穿过我的尾椎骨。
13920,结局2,end_game2,1097,,,旁白,I can't help the involuntary yelp that comes out of my mouth.,我的嘴不禁发出了无意识的尖叫。
13921,结局2,end_game2,1098,a,Amicus,台词,"""[mc]?""",“[mc]？”
13922,结局2,end_game2,1099,,,旁白,"Amicus's voice echoes through halls, making me scramble to my feet, suddenly embarrassed about what had just happened.",听到Amicus回荡在走廊上的声音，我仓促地站起身，突然因刚才发生的事而感到尴尬。
13923,结局2,end_game2,1100,,,旁白,I clear my throat in a way that sounds casual.,我以一种听起来很随意的方式清了清嗓子。
13924,结局2,end_game2,1101,m,主角(MC),台词,"""I'm over here.""",“我在这。”
13925,结局2,end_game2,1102,,,旁白,"I move out from behind the statues, glancing one last time at the crouched wolf, neck in its proper position.",我从雕像后面钻出来，最后瞥了一眼那只蹲伏着的狼，它的脖子处于适当的位置。
13926,结局2,end_game2,1103,,,旁白,{i}It whispers in your ear while you sleep...{/i},{i}它在你枕边低声耳语...{/i}
13927,结局2,end_game2,1104,,,旁白,"When my back is to it, the nape of my neck prickles, and I hurry out from my hiding spot.",在背对着它时，我的脖颈感到了一阵刺痛，于是匆忙地离开了自己的藏身之处。
13928,结局2,end_game2,1105,,,旁白,"As I move out into the brightly lit main room, I realize that it's already dark.",我进入灯火通明的主厅，意识到天已经黑了。
13929,结局2,end_game2,1106,,,旁白,I've been here all day.,我已经在这里待了一整天。
13930,结局2,end_game2,1107,a,Amicus,台词,"""Where?""",“在哪？”
13931,结局2,end_game2,1108,,,旁白,"Amicus's voice seems to come from further away, up the hall.",Amicus的声音似乎来自更远的地方，在走廊里。
13932,结局2,end_game2,1109,m,主角(MC),台词,"""Here!""",“这里！”
13933,结局2,end_game2,1110,,,旁白,I just want him to come get me.,我只希望他能来接我。
13934,结局2,end_game2,1111,,,旁白,"I had a nightmare, or something, but it had felt so cold, dark...and real.",我貌似做了一个噩梦，但是它给人的感觉如此冰冷、黑暗...而且非常真实。
13935,结局2,end_game2,1112,,,旁白,"I hear some footsteps padding up the hall, and I turn to see Amicus come around the corner, his paws clasped together.",听见回荡在整个走廊中的脚步声后，我转过身，看到Amicus自拐角处出现，两只爪子紧紧攥在一起。
13936,结局2,end_game2,1115,a,Amicus,台词,"""[mc]? I am so, so, so sorry. They wouldn't agree on anything, and I couldn't excuse myself to come see you because that would make it look as if I—""",“[mc]？真的、真的、真的很对不起。他们始终无法达成一致，我也没法找借口出来找你，因为那样会显得我-”
13937,结局2,end_game2,1117,,,旁白,"I cut Amicus off by hugging him, just wanting to feel his presence for now.",我用一个拥抱打断了他，眼下，我只想感受着他的存在。
13938,结局2,end_game2,1118,,,旁白,"The depressing thoughts I'd had all day, on top of that awful nightmare...at least what I hope was a nightmare, has left me feeling like complete shit.",我整天都在想的那些令人沮丧的事，除此之外还有那个可怕的噩梦...至少我希望那只是个噩梦，感觉实在是糟透了。
13939,结局2,end_game2,1119,a,Amicus,台词,"""Are you alright?""",“你还好吗？”
13940,结局2,end_game2,1120,,,旁白,"I'm quiet for a moment, wondering if I should tell Amicus anything about what I was thinking, what I saw...then decide against it, at least for now.",我沉默了一阵，不知该不该把自己的所见所想告诉Amicus...然后我打消了这个念头，至少现在不行。
13941,结局2,end_game2,1121,m,主角(MC),台词,"""I'm just happy to see you.""",“见到你很高兴而已。”
13942,结局2,end_game2,1123,a,Amicus,台词,"""Really? Even after suffering through my complete incompetence all day long?""",“真的吗？即使一整天都在忍受我彻底的不称职？”
13943,结局2,end_game2,1124,,,旁白,"I'm about to scold Amicus for saying that about himself, but then I just end up nodding.",我本想要责怪Amicus这样说他自己，但最终只是点了点头。
13944,结局2,end_game2,1125,m,主角(MC),台词,"""Yeah...We all have days like that. Did everyone leave?""",“是啊...我们都有这样的时候。大家已经走了？”
13945,结局2,end_game2,1126,a,Amicus,台词,"""Yes, the meeting concluded about ten minutes ago. I had worried you'd left the university for whatever reason.""",“对，会议大约十分钟前结束了，我很担心你会因什么原因离开学院。”
13946,结局2,end_game2,1127,m,主角(MC),台词,"""Sorry.""",“抱歉。”
13947,结局2,end_game2,1129,a,Amicus,台词,"""Don't be. Were you sleeping?""",“别这样。你睡着了吗？”
13948,结局2,end_game2,1130,m,主角(MC),台词,"""Yeah.""",“是的。”
13949,结局2,end_game2,1132,a,Amicus,台词,"""Well, that's good, because I'm hoping...even after how poorly the day went, that you might join me for a late night Lover's Day celebration?""",“嗯，那就好。因为我希望...即使度过了这么糟糕的一天，你依然愿意和我参加一个深夜的情人节庆祝？”
13950,结局2,end_game2,1134,,,旁白,"He never gives up, and I do love that about him.",他从来不会放弃，我也真的很爱他这点。
13951,结局2,end_game2,1135,,,旁白,I smile.,我笑了。
13952,结局2,end_game2,1136,m,主角(MC),台词,"""That sounds great, Amicus.""",“听起来棒极了，Amicus。”
13953,结局2,end_game2,1139,,,旁白,"We walk down the steps from the main building into an empty courtyard, all of the vehicles gone.",沿着主建筑的楼梯而下，我们来到了一个空旷的院子里，所有的交通工具都已经不见了。
13954,结局2,end_game2,1140,,,旁白,I frown.,我皱起眉。
13955,结局2,end_game2,1141,m,主角(MC),台词,"""They just left us without any transportation?""",“他们直接走了？什么交通工具都没留给我们？”
13956,结局2,end_game2,1143,a,Amicus,台词,"""Oh yes, I told them to go on ahead.""",“啊，没错，我让他们先行一步。”
13957,结局2,end_game2,1144,m,主角(MC),台词,"""Oh, why?""",“噢，为什么？”
13958,结局2,end_game2,1146,a,Amicus,台词,"""Do you not wish to walk?""",“你不想散个步吗？”
13959,结局2,end_game2,1147,m,主角(MC),台词,"""Isn't it a little far to walk?""",“散步的话不会有一点远么？”
13960,结局2,end_game2,1148,,,旁白,"I follow Amicus down the steps and through the university's gardens before we're back in the forest, walking in the direction away from the palace.",我随着Amicus走下台阶，穿过学院的花园，然后回到了森林，朝着远离皇宫的方向走去。
13961,结局2,end_game2,1150,a,Amicus,台词,"""Not really. The city and palace are within reasonable walking distance.""",“也不尽然。城市与皇宫间的距离恰好在步行的合理范围内。”
13962,结局2,end_game2,1151,,,旁白,"I walk alongside the wolf, feeling myself relax again as we're surrounded by the quiet forest.",寂静的森林环绕着我们，我走在狼的身边，感到自己再次放松了下来。
13963,结局2,end_game2,1154,m,主角(MC),台词,"""Huh, guess I just assumed it was far since we're always using the carriage.""",“嗯，我想我之所以觉得远是因为我们一直在用马车吧。”
13964,结局2,end_game2,1155,a,Amicus,台词,"""We tend to be lazy. That, and it's expected by the citizens as it's seen as more...dignified, I suppose.""",“我们倾向于慵懒，而且这也符合市民们的期望。我想，这是因为懒惰会显得我们...更加高贵。”
13965,结局2,end_game2,1156,m,主角(MC),台词,"""Hmm, what about security? Shouldn't you have some protection as emperor?""",“唔，那安全问题呢？身为皇帝，你不应该有一些保护措施吗？”
13966,结局2,end_game2,1157,,,旁白,"I look around, feeling almost vulnerable out here in the open with Amicus, used to always having the protection of the palace walls around us.",我环顾四周，在习惯了皇宫围墙一直以来的保护之后，和Amicus待在户外的时刻让我感到有些不安。
13967,结局2,end_game2,1159,,,旁白,"Amicus glances up, and I follow his gaze, immediately spotting the blinking lights of drones above us.",Amicus朝上方瞥了一下，跟随着他的目光，我一眼就发现了头顶上无人机闪烁着的光芒。
13968,结局2,end_game2,1160,a,Amicus,台词,"""Drones are far better than any sapient when it comes to security.""",“在安全方面上，无人机要远胜过任何智慧生物。”
13969,结局2,end_game2,1161,,,旁白,Amicus looks over at me.,Amicus看向我。
13970,结局2,end_game2,1163,a,Amicus,台词,"""I suppose you haven't been outside the palace very often at all, have you?""",“我想你不常到皇宫外面来，对吧？”
13971,结局2,end_game2,1164,m,主角(MC),台词,"""Not really.""",“的确。”
13972,结局2,end_game2,1165,,,旁白,The wolf grimaces.,狼皱着脸。
13973,结局2,end_game2,1167,a,Amicus,台词,"""I apologize for that. I know it seems like you should be more free to travel after what happened, but the people are...""",“我对此表示歉意。我知道事情结束后，你应该能够更自由地出行，但是民众们...”
13974,结局2,end_game2,1168,,,旁白,Amicus takes a moment to find his words.,Amicus花了些时间来组织他的语言。
13975,结局2,end_game2,1170,a,Amicus,台词,"""...very curious about you. It would be difficult to keep them from crowding.""",“...对你非常好奇。我们也很难阻止他们一拥而上。”
13976,结局2,end_game2,1171,,,旁白,"I raise an eyebrow as I see lights in the distance, twinkling through the tree branches.",我竖起了眉，望见远处的灯光在树枝间隙中刹明刹暗。
13977,结局2,end_game2,1172,m,主角(MC),台词,"""But we're heading to the city right now, aren't we?""",“不过我们不正是在去城市的路上吗？”
13978,结局2,end_game2,1173,,,旁白,"I don't think I can deal with crowds, at least not now when I'm not really prepared for it.",我不认为自己能应付得来围观的群众，至少当下我确实没准备好。
13979,结局2,end_game2,1174,a,Amicus,台词,"""Well, I cleared the district for our arrival, though that was supposed to be...I'd say five hours ago.""",“因此我已经为我们的到来清空了整片区域，但那应该是...五个小时前的事了吧。”
13980,结局2,end_game2,1176,a,Amicus,台词,"""But still, it's late enough that the streets should be mostly empty.""",“不过，现在已经很晚了，街道上应该没什么人。”
13981,结局2,end_game2,1177,m,主角(MC),台词,"""Oh.""",“噢。”
13982,结局2,end_game2,1178,,,旁白,I draw closer to Amicus.,我贴近Amicus。
13983,结局2,end_game2,1179,m,主角(MC),台词,"""Where are we going?""",“我们要去哪？”
13984,结局2,end_game2,1181,a,Amicus,台词,"""You'll see.""",“到时候你就知道了。”
13985,结局2,end_game2,1182,,,旁白,"There's a sly smile on the wolf's face as we trudge along the path, walking in comfortable silence.",狼的脸上露出了狡黠的笑容。我们沿着小路，在令人舒适的寂静中缓步前行。
13986,结局2,end_game2,1184,,,旁白,"Eventually, we break through the trees and into the small, quaint street that I'd been on before.",最后，我们终于穿过森林，来到了我之前走过的那条古朴的窄道上。
13987,结局2,end_game2,1185,,,旁白,"Sure enough, it's completely empty aside from one or two figures moving up the sidewalk or standing in a doorway.",果不其然，这里已经空空如也，只有走在人行道上或站在门口的寥寥数个身影。
13988,结局2,end_game2,1186,,,旁白,"I notice then that Amicus is becoming more excited, and it shows in his widening strides, and I have to hurry to keep up.",我这才注意到Amicus正逐渐兴奋起来，他越迈越宽的脚步也证实了这一点，我不得不抓紧跟上。
13989,结局2,end_game2,1187,,,旁白,I try to think of where he could possibly be taking me.,我在试着想他会带我去哪。
13990,结局2,end_game2,1188,m,主角(MC),台词,"""Amicus?""",“Amicus？”
13991,结局2,end_game2,1189,,,旁白,"The wolf pauses, waiting for me to catch up, then places his paw against the small of my back, and I'm suddenly thrust forward at his speed, forced along in a stumbling gait.",狼停下了脚步，待我跟上后，把爪子贴在我的后腰上，突然以他的速度推着我前进，我被迫踉跄地走了起来。
13992,结局2,end_game2,1190,m,主角(MC),台词,"""Whoa!""",“哇哦！”
13993,结局2,end_game2,1192,a,Amicus,台词,"""Come on, it's right here.""",“加把劲，就快到了。”
13994,结局2,end_game2,1193,,,旁白,The wolf sweeps me under a dark archway.,狼快步把我带到了一个漆黑的拱道下。
13995,结局2,end_game2,1194,,,旁白,"There's a door in front of us, the soft glow of light barely showing through the frosted glass framing the door.",我们的面前是一扇门，依稀可见的柔和光芒从磨砂玻璃的门框透了出来。
13996,结局2,end_game2,1195,,,旁白,"It looks like it's closed, and I look up at Amicus in question, but the wolf doesn't seem bothered, and simply knocks on the door.",看来这里已经关门了，我带着疑问抬头看向Amicus，不过狼似乎并不在意，只是敲了敲门。
13997,结局2,end_game2,1198,,,旁白,"We wait a few moments, then Amicus leans in toward the crack, talking loudly through it.",在我们等待了一会儿之后，Amicus凑向门缝，对里面大声喊道。
13998,结局2,end_game2,1200,a,Amicus,台词,"""Helooooo, Gaius?""","“有人在吗----, Gaius？”"
13999,结局2,end_game2,1201,,,旁白,"Something beyond the door blots out the light, and Amicus steps back before suddenly drawing me to his side, as if preparing to introduce me to someone.",门后的光线被一个身影所遮蔽。Amicus向后退去，突然将我拉倒他的身旁，似乎是在准备把我介绍给那个人。
14000,结局2,end_game2,1202,,,旁白,"I stand there awkwardly, trying to prepare myself for whatever this is.",我笨拙地站在那里，不管门后是谁，都让自己做好准备。
14001,结局2,end_game2,1204,,,旁白,"When the door opens, it's not what I expect at all:",门开了，眼前的景象完全出乎我的预料：
14002,结局2,end_game2,1205,,,旁白,"An old she-wolf in an apron and with a cloth tied over the top of her head peers around the door, cracked open just enough so that her muzzle can fit through.",一只身着围裙，裹着头巾的年老雌狼拉开一条门缝，仅容她的口鼻探出门外。
14003,结局2,end_game2,1206,,,旁白,"I feel Amicus shift next to me, and he forces his smile even bigger.",我感受到身旁的Amicus扭动着身子，强迫自己露出更为灿烂的笑容。
14004,结局2,end_game2,1208,a,Amicus,台词,"""Hello.""",“你好。”
14005,结局2,end_game2,1209,,,旁白,The old woman squints.,老妇眯着眼。
14006,结局2,end_game2,1210,,,旁白,"Old She-wolf"" """"Hello?""","Old She-wolf"" ""“你好？”"
14007,结局2,end_game2,1212,,,旁白,"Amicus is quiet for a moment, clearly taken aback by the other wolf's lack of reaction.",Amicus沉默了片刻，显然是惊讶于另一只狼平淡的反应。
14008,结局2,end_game2,1213,,,旁白,He clears his throat.,他清了清嗓子。
14009,结局2,end_game2,1215,a,Amicus,台词,"""I am Amicus, your emperor, and this is [mc], my...companion.""",“我是Amicus，你们的皇帝，而这位是[mc]，我的...伴侣。”
14010,结局2,end_game2,1216,,,旁白,That's a new title.,这是个新头衔。
14011,结局2,end_game2,1217,,,旁白,"I look up at the wolf in question, but he goes on staring at the she-wolf who only continues to stare back at him.",我不解地抬头望向Amicus，不过他始终都在盯着那只雌狼，而雌狼也始终盯着他。
14012,结局2,end_game2,1219,a,Amicus,台词,"""Maybe you are familiar?""",“也许你们已经知道了？”
14013,结局2,end_game2,1220,,,旁白,"Old She-wolf"" """"Hmm...no, no, I don't think so.""","Old She-wolf"" ""“嗯...不不，我不这么认为。”"
14014,结局2,end_game2,1223,,,旁白,"Amicus stares, his mouth gaping open while the woman starts to close the door.",Amicus目瞪口呆地看着雌狼开始关门。
14015,结局2,end_game2,1224,,,旁白,"Quickly, Amicus lets go of me to reach out, stopping the door from closing just by an inch.",然后他迅速放开我并伸出爪子，在门就差一寸合上的时候拦住了它。
14016,结局2,end_game2,1226,a,Amicus,台词,"""Uh, excuse me please, but could you summon Gaius? He will know who I am.""",“呃，抱歉，但你可以去叫Gaius吗？他知道我是谁。”
14017,结局2,end_game2,1227,,,旁白,"The old wolf sticks her muzzle back through the crack, glaring now.",老狼将她的嘴从缝隙伸了出来，瞪着眼。
14018,结局2,end_game2,1228,,,旁白,"Old She-wolf"" """"Gaius was relieved of his shift three hours ago. You know it's the second hour?""","Old She-wolf"" ""“Gaius三小时前就换班了，你知道现在是第二时吗？”"
14019,结局2,end_game2,1229,a,Amicus,台词,"""I—I had suspected, though I had hoped he would have waited for me—""",“我-我是猜过，但我以为他会等着-”
14020,结局2,end_game2,1230,,,旁白,"Old She-wolf"" """"You thought wrong, dear.""","Old She-wolf"" ""“那你可以为错了，亲爱的。”"
14021,结局2,end_game2,1231,,,旁白,Amicus bristles.,Amicus被激怒了。
14022,结局2,end_game2,1233,a,Amicus,台词,"""E—Excuse me, but you realize you are speaking to your emperor, woman?""",“你-你说什么，你知道自己在跟皇帝讲话吗，雌性？”
14023,结局2,end_game2,1234,,,旁白,Now I bristle.,而现在，我被激怒了。
14024,结局2,end_game2,1235,,,旁白,"Even though I don't know what's going on, exactly, I do feel a surge of disappointment at seeing my lover use the ""do you know who I am?"" line.","尽管不知道发生了什么，但是听到我的爱人说出""你知道我是谁吗？""这样的句子，我感到非常失望。"
14025,结局2,end_game2,1236,m,主角(MC),台词,"""Amicus...""",“Amicus...”
14026,结局2,end_game2,1237,,,旁白,I try to say it under my breath so the other wolf doesn't hear.,我试着用另一只狼听不到的音量低声说。
14027,结局2,end_game2,1239,a,Amicus,台词,"""What? I'm just trying—""",“怎么，我只是在-”
14028,结局2,end_game2,1240,,,旁白,"The door starts to close again, and Amicus quickly reaches out, but this time, the old woman is ready.",门再次开始关闭了，Amicus迅速伸出爪子，不过这次老妇早有准备。
14029,结局2,end_game2,1241,,,旁白,"She reaches out to smack his paw hard, making Amicus gasp in surprise before the door slams shut.",她一巴掌狠狠打中了他的爪子，然后用力摔上门，Amicus因此倒抽了一口气。
14030,结局2,end_game2,1243,a,Amicus,台词,"""How dare...""",“你竟敢...”
14031,结局2,end_game2,1245,,,旁白,"Amicus looks at loss for a moment, as if he's never experienced something like this before and doesn't know what to do, then he tries to open the door, but it's locked.",有一瞬间，Amicus看起来有些茫然。似乎他从未经历过这样的事，不知所措。然后他试图把门打开，但是它锁上了。
14032,结局2,end_game2,1246,,,旁白,"He then resorts to pounding on the door with a heavy fist, lips drawn back to show his teeth.",接着，他开始用拳头重重地敲门。他嘴唇吊起，牙齿暴露在外。
14033,结局2,end_game2,1248,a,Amicus,台词,"""Open the damned door! I was promised a special banquet in the human's honor! Do you hear me, woman!?""",“给我把门打开！我以人类的名义在这预约过一场定制宴会！你听见没有，雌性！？”
14034,结局2,end_game2,1249,,,旁白,"I reach out, pushing a hand against Amicus's chest.",我将一只手抵在Amicus的胸前。
14035,结局2,end_game2,1250,m,主角(MC),台词,"""Holy shit, Amicus, stop!""",“天啊，Amicus，住手！”
14036,结局2,end_game2,1251,,,旁白,"I hiss at him under my breath, looking around, not having expected to be embarrassed at Amicus's behavior.",我小声对他嘘了一下，四下张望着，没料到会因为Amicus的行为而感到难堪。
14037,结局2,end_game2,1252,,,旁白,I'm so used to embarrassing myself.,我明明已经那么习惯自己的难堪了。
14038,结局2,end_game2,1255,a,Amicus,台词,"""What?""",“干什么？”
14039,结局2,end_game2,1256,m,主角(MC),台词,"""Do you hear yourself?""",“你没听见吗？”
14040,结局2,end_game2,1257,a,Amicus,台词,"""What do you mean? I paid for their services and had everything planned—""",“听见什么？我付过费了，他们的服务和一切安排-”
14041,结局2,end_game2,1258,m,主角(MC),台词,"""We're five hours late!""",“我们迟到了五个小时！”
14042,结局2,end_game2,1261,a,Amicus,台词,"""But I'm the emperor, and you are my guest, and that woman—""",“但我是皇帝，而你是我的嘉宾。那个雌性-”
14043,结局2,end_game2,1263,,,旁白,"I step closer, cutting Amicus off even as I lower my voice, surprised at the sudden surge of anger I'm feeling.",我惊讶于自己突然涌出的愤怒，迈进一步，低声打断了Amicus。
14044,结局2,end_game2,1264,m,主角(MC),台词,"""Amicus, you're acting like a spoiled brat right now, just like Cassius...and stop calling her woman.""",“Amicus，你现在表现得像个被宠坏了的幼崽一样，就像Cassius...还有，不许再叫她雌性。”
14045,结局2,end_game2,1265,,,旁白,Amicus's indignant demeanor seems to deflate a little bit at that.,Amicus的气愤举止似乎瘪了一些。
14046,结局2,end_game2,1267,a,Amicus,台词,"""I—I'm not acting like him at all. And what else should I call her? She is a woman.""",“我-我一点也不像他。而且我还能管她叫什么？她就是个雌性。”
14047,结局2,end_game2,1268,m,主角(MC),台词,"""It's the {i}way{/i} you're saying it, and I dunno, maybe ma'am could be a good start?""",“重点是你称呼的{i}方式{/i}。还有我不知道，也许夫人是个不错的开始？”
14048,结局2,end_game2,1269,a,Amicus,台词,"""Well, she's certainly not acting like a madam.""",“唔，她的行为无疑不像一位夫人。”
14049,结局2,end_game2,1270,m,主角(MC),台词,"""Is this how you act when you don't get your way?""",“你欲求不满的时候就表现成这样？”
14050,结局2,end_game2,1271,,,旁白,Amicus has always had an entitled streak.,Amicus始终有一种自己理所当然的性格。
14051,结局2,end_game2,1272,,,旁白,"I mean, it's kind of what got me in this situation in the first place, but I thought he'd have changed a bit after everything we'd been through.",我的意思是，这就是我一开始陷入这个局的原因。但是，我本以为在我们经历过这一切后，他会有所改变。
14052,结局2,end_game2,1273,,,旁白,Especially over something as small as this.,特别是这种小事。
14053,结局2,end_game2,1274,,,旁白,"Amicus must see the disappointment in my face, because he deflates further, blowing out a big breath that ruffles back my hair and smells vaguely of lavender.",Amicus一定看到了我脸上的失望，因为他进一步瘪了下去。他长长的、隐约带有薰衣草味的叹息撩动了我的头发。
14054,结局2,end_game2,1276,a,Amicus,台词,"""No...no, I don't, I promise. It's just that I had something very special planned, and—""",“不...不是，我不会的，我保证。只是我有个非常特别的计划，而且-”
14055,结局2,end_game2,1277,,,旁白,"Amicus looks back at the door, trying to see through the frosted glass, as if whoever he's looking for will magically appear.",Amicus回头望着门，试图透过磨砂玻璃看过去，仿佛他要找的人会奇迹般地出现一样。
14056,结局2,end_game2,1278,m,主角(MC),台词,"""Amicus, you can't expect anyone to wait five hours for you, whether you're emperor, or not.""",“Amicus，你不能指望有人会等你五个小时，不管你是不是皇帝。”
14057,结局2,end_game2,1279,,,旁白,I think.,我想了想。
14058,结局2,end_game2,1280,m,主角(MC),台词,"""Except me, of course.""",“当然，除了我。”
14059,结局2,end_game2,1282,a,Amicus,台词,"""Yeah...""",“对...”
14060,结局2,end_game2,1283,,,旁白,"I see the moment Amicus gives up on his grand plan, whatever it was, as his deflation completes in a slouch, and suddenly he looks very, very tired.",不管Amicus的宏伟计划是什么，我捕捉到了他打算放弃的那瞬间。同时，他完全泄了气，无精打采地站在那里，突然看起来非常、非常疲惫。
14061,结局2,end_game2,1284,m,主角(MC),台词,"""...You okay?""",“...你还好吗？”
