序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
1282,第一幕·场景3,a1s3,704,,,旁白,I stay quiet.,我没有回答。
1283,第一幕·场景3,a1s3,706,a,Amicus,台词,"""[mc]?""","""[mc]？"""
1284,第一幕·场景3,a1s3,707,m,主角(MC),台词,"""Yes?""","""怎么了？"""
1285,第一幕·场景3,a1s3,708,a,Amicus,台词,"""Do you... have anything to say to that?""","""你...不反驳些什么吗？"""
1286,第一幕·场景3,a1s3,709,m,主角(MC),台词,"""I don't know, I'm just not sure what to say.""","""不知道，我无话可说。"""
1287,第一幕·场景3,a1s3,710,a,Amicus,台词,"""Is what I just said that bad?""","""我刚刚是不是说得太过分了？"""
1288,第一幕·场景3,a1s3,711,m,主角(MC),台词,"""Maybe. It just feels like you're dismissing my own feelings right now.""","""也许吧，我只是觉得你也在无视我的感受。"""
1289,第一幕·场景3,a1s3,712,a,Amicus,台词,"""How so?""","""怎么讲？"""
1290,第一幕·场景3,a1s3,713,m,主角(MC),台词,"""By accusing me of saying things because of my culture, and not because it's how I actually feel.""","""你指责我的关心是出于我的文化，而不是真心实意。"""
1291,第一幕·场景3,a1s3,714,m,主角(MC),台词,"""Watching you fight... it was almost as bad as watching those fights you had with Cato. I couldn't care less about being embarrassed right now.""","""看你比赛...就跟看你和Cato拼命一样让我难受。谁还会在乎丢不丢脸呢？"""
1292,第一幕·场景3,a1s3,716,a,Amicus,台词,"""Oh... Well, you know the situation is completely different.""","""噢...其实完全是两码事的。"""
1293,第一幕·场景3,a1s3,717,m,主角(MC),台词,"""... Yeah.""","""...是啊。"""
1294,第一幕·场景3,a1s3,719,,,旁白,"Our conversation seems to end there, the villa only a few minutes away now.",对话到此为止，离庄园只有几分钟的路程了。
1295,第一幕·场景3,a1s3,720,,,旁白,"I'm okay with letting it go, too tired to argue right now.",我没有深究，因为我累到连争辩的力气都没有。
1296,第一幕·场景3,a1s3,721,,,旁白,Amicus squeezes me to his side again.,Amicus又把我搂到他身旁。
1297,第一幕·场景3,a1s3,724,a,Amicus,台词,"""Well, listen. The hard part is over here in Lux. Over the next two days we can do whatever we like.""","""总之，卢克斯最难的部分已经过去了。在接下来的两天里，咱们可以想做什么就做什么。"""
1298,第一幕·场景3,a1s3,725,,,旁白,"I feel like I've heard Amicus say that more than a few times, and it always seems to not quite work out that way.",这句话我也Amicus说过不少次了，但总是事与愿违。
1299,第一幕·场景3,a1s3,726,m,主角(MC),台词,"""You sure some of your duties won't pop up?""","""你确定不会有工作突然冒出来么？"""
1300,第一幕·场景3,a1s3,727,a,Amicus,台词,"""Here and there, but I've arranged for them to call me through my portal... as much as I struggle to use one.""","""不可能没有啦，不过我已经安排好了，让他们在网上叫我...虽然用起来挺费劲的。"""
1301,第一幕·场景3,a1s3,728,m,主角(MC),台词,"""Do you have things planned?""","""有什么计划吗？"""
1302,第一幕·场景3,a1s3,730,a,Amicus,台词,"""Yes. Tomorrow we visit the famous natural springs in the mountains. Just us two.""","""嗯，明天去山上参观著名的天然泉水，就咱俩。"""
1303,第一幕·场景3,a1s3,731,,,旁白,That does sound kind of nice.,听起来不错。
1304,第一幕·场景3,a1s3,732,m,主角(MC),台词,"""Alright.""","""好啊。"""
1305,第一幕·场景3,a1s3,734,a,Amicus,台词,"""And [mc], I'm sorry again. I'm simply sulking after being beaten so badly. I'm not going to ruin this trip.""","""还有，[mc]，我要再次道歉。我被打得很惨，所以一直在生闷气，但我不会毁了这趟旅行的。"""
1306,第一幕·场景3,a1s3,735,,,旁白,"I look up at my wolf, letting the hurt I'd felt a few minutes ago fade into the background.",我抬头注视着我的狼，几分钟前的伤痛渐渐融化。
1307,第一幕·场景3,a1s3,736,m,主角(MC),台词,"""I'll hold you to it. For now, I assume there's a bath in the villa? Then maybe I can give you a massage like old times.""","""一言为定。至于现在嘛，我想庄园里应该有浴室？也许我可以像从前那样给你来次按摩。"""
1308,第一幕·场景3,a1s3,738,a,Amicus,台词,"""Oh, well...""","""好啊..."""
1309,第一幕·场景3,a1s3,739,,,旁白,The wolf rubs his stomach.,狼揉着肚子。
1310,第一幕·场景3,a1s3,740,a,Amicus,台词,"""Definitely wouldn't mind that right now.""","""我现在完全不介意。"""
1311,第一幕·场景3,a1s3,741,m,主角(MC),台词,"""It's a date then.""","""那就是约会了。"""
1312,第一幕·场景3,a1s3,743,a,Amicus,台词,"""Indeed.""","""确实。"""
1313,第一幕·场景3,a1s3,745,,,旁白,"Amicus stops at the door of the villa, then leans in to kiss me, and we kiss for a long time with no prying eyes around to disturb us.",Amicus停在庄园门口，倾身落下一吻。周围没有窥视的目光打扰，我们相拥良久。
1314,第一幕·场景4,a1s4,3,,,旁白,The villa is surprisingly lavish.,这座庄园出奇地豪华。
1315,第一幕·场景4,a1s4,4,,,旁白,"I'm not sure what I was expecting, but after seeing the somewhat barren streets of Lux, I assumed it would be less decked-out than the palace in Adastra City.",并不是说我在期待什么，但在见识过卢克斯荒芜的街道后，我属实没想到这里的华丽度足以媲美阿达斯特拉城的皇宫。
1316,第一幕·场景4,a1s4,6,m,主角(MC),台词,"""Wow, this is really nice.""","""喔哦，真不错。"""
1317,第一幕·场景4,a1s4,8,a,Amicus,台词,"""It is.""","""是啊。"""
1318,第一幕·场景4,a1s4,9,,,旁白,Amicus seems as taken aback as I am.,Amicus看起来也很惊讶。
1319,第一幕·场景4,a1s4,10,m,主角(MC),台词,"""Haven't you been here before? This is where you stay when you're in Lux, right?""","""你没见过吗？那你在卢克斯的时候住哪？"""
1320,第一幕·场景4,a1s4,11,,,旁白,Amicus seems embarrassed.,Amicus似乎有些尴尬。
1321,第一幕·场景4,a1s4,13,a,Amicus,台词,"""Actually, I've never stayed here myself. This is my first visit to Lux as Emperor. My previous visits in my youth never lasted longer than a day.""","""其实，这是我作为皇帝头一次拜访卢克斯。我从没有单独来过，偶尔的几次也都不超过一天。"""
1322,第一幕·场景4,a1s4,15,a,Amicus,台词,"""Cassius is likely familiar with the place, though.""","""不过，Cassius应该很熟悉这个地方吧。"""
1323,第一幕·场景4,a1s4,16,,,旁白,I turn my attention back to the villa.,我把注意力放回庄园上。
1324,第一幕·场景4,a1s4,17,,,旁白,It's decorated and furnished to an extent that's even more extravagant than the palace.,它的装潢和陈设甚至还更胜皇宫一筹。
1325,第一幕·场景4,a1s4,18,,,旁白,"Though, to be fair, the palace isn't all that extravagant, and that was intentional.",不过说句公道话，这也太刻意了。
1326,第一幕·场景4,a1s4,19,,,旁白,Its bare and utilitarian design is meant to appear at least somewhat approachable to the common wolf.,皇宫简约而实用的设计至少在普通狼看来比较平易近人。
1327,第一幕·场景4,a1s4,20,,,旁白,"We go about settling in, and Amicus raids the pantry in the kitchen and returns with a bottle of wine and a smaller bottle of what I assume is {i}virdi{/i}.",我们才刚安顿下来，Amicus就席卷了位于厨房的食品贮藏室，带着一瓶葡萄酒跟一小瓶我认为是{b}virdi{/b}的饮料回来了。
1328,第一幕·场景4,a1s4,21,,,旁白,"It's a drink made mostly with the juice of a cucumber-like fruit, and Amicus knows it's my favorite drink on Adastra, though its pink hue tells me that it's a flavor I haven't tried before.",这是我在阿达斯特拉上最喜欢喝的，以一种黄瓜状的水果为主要原料。虽然其粉红的色泽表明这并非是我熟悉的{b}virdi{/b}。
1329,第一幕·场景4,a1s4,22,,,旁白,"We settle on our reclining couches, which I notice are made with gold trim and polished wood.",我们躺在由抛光木料制成，点缀着黄金的躺椅上。
1330,第一幕·场景4,a1s4,23,m,主角(MC),台词,"""Your grandfather, Vitus, right?""","""你的祖父是Vitus，对吧？"""
1331,第一幕·场景4,a1s4,25,,,旁白,Amicus seems to perk up immediately.,Amicus像是来了精神。
1332,第一幕·场景4,a1s4,26,a,Amicus,台词,"""Oh yes, Vitus. You've learned of him?""","""是啊，Vitus，你听说过他？"""
1333,第一幕·场景4,a1s4,27,,,旁白,"I hold back a wince, forgetting that I hadn't told Amicus about how far I'd gotten in {i}Adastra: A History{/i} quite yet.",我犹豫了下，才想起来Amicus还不知道我有多深入{b}《阿达斯特拉：一段历史》{/b}。
1334,第一幕·场景4,a1s4,28,,,旁白,I quickly move on so he doesn't dwell on it.,我决定用一句话带过，免得他多想。
1335,第一幕·场景4,a1s4,29,m,主角(MC),台词,"""Just a little bit. I just remember that he ended up getting rid of most of the expensive stuff owned by the family and gave it to the people, or something.""","""略有耳闻，我只记得他最后把家里大部分昂贵的东西都扔掉、送掉了，之类的。"""
1336,第一幕·场景4,a1s4,31,a,Amicus,台词,"""He did! About a century ago the palace had far more decorations and murals. It was a very important step forward in the imperial family's relationship with the people.""","""没错！皇宫里的装饰品和壁画比一个世纪前可少多了。由此，皇室与百姓的关系向前迈出了重要的一步。"""
1337,第一幕·场景4,a1s4,32,,,旁白,Amicus swigs from his bottle and I do the same from mine.,Amicus痛饮了一大口酒，我也有样学样。
1338,第一幕·场景4,a1s4,33,,,旁白,I can tell that the pinkish color of the liquid is probably from flower petals since the drink has a distinct floral taste about it.,可以判断出液体的粉红色来自于花瓣，因为这味道明显是花香。
1339,第一幕·场景4,a1s4,34,,,旁白,"Even though it makes me think of walking through a perfume cloud with my mouth open, the chilled drink is still refreshing... as long as that imagery isn't in my mind.",让人联想到张着嘴走在香水云里，不过喝起来倒也清爽宜人...只要我不去想那个画面。
1340,第一幕·场景4,a1s4,35,m,主角(MC),台词,"""Well, I guess I would have thought that might be the case for the villas too, especially in a region as poor as Lux. They don't have much wealth here, right?""","""我想这也适用于庄园，尤其是在卢克斯这样贫穷的地区，不是吗？"""
1341,第一幕·场景4,a1s4,37,a,Amicus,台词,"""Well, the mines and factories are prosperous enough. The issue is how the wealth is then distributed to the people.""","""这个嘛，他们有兴旺的采矿业和制造业，问题出在财富的分配上。"""
1342,第一幕·场景4,a1s4,39,a,Amicus,台词,"""Unfortunately, the people of Lux seem intent on voting for the most extreme politicians, who then tend to be the most corrupt. It's a self-inflicted misery, unfortunately.""","""不幸的是，卢克斯的人民倾向于把选票投给最极端的政客，而那些人往往也是最腐败的，这就是所谓的自酿苦果吧。"""
1343,第一幕·场景4,a1s4,40,m,主角(MC),台词,"""Uh...""","""唔..."""
1344,第一幕·场景4,a1s4,41,,,旁白,"I instinctively blanch at his reasoning, but I don't want to get into another argument.",我本能地不看好他的推理，但我不想和他争辩。
1345,第一幕·场景4,a1s4,42,,,旁白,"Amicus had seen my reaction well enough, though.",然而，Amicus对我的反应了如指掌。
1346,第一幕·场景4,a1s4,44,a,Amicus,台词,"""I should not have to tell you once again that you can speak freely with me, [mc].""","""你不必对我有所隐瞒，这句话我已经说累了，[mc]。"""
1347,第一幕·场景4,a1s4,45,,,旁白,"I know that, but lately I've been feeling more and more like I don't know what I'm talking about.",我明白，但最近我越来越搞不懂自己在说什么了。
1348,第一幕·场景4,a1s4,46,m,主角(MC),台词,"""I know, but I need to remember that Adastra isn't Earth, and sometimes it feels like it isn't my place--""","""我明白，但阿达斯特拉不是地球，这里轮不到我评头论-"""
1349,第一幕·场景4,a1s4,48,a,Amicus,台词,"""But it is. I want a human perspective.""","""轮得到，我想听人类的看法。"""
1350,第一幕·场景4,a1s4,49,m,主角(MC),台词,"""Well, just remember it's only {i}my{/i} perspective.""","""好吧，但记住，这只是我的{b}个人{/b}观点。"""
1351,第一幕·场景4,a1s4,51,a,Amicus,台词,"""Alright.""","""好。"""
1352,第一幕·场景4,a1s4,52,m,主角(MC),台词,"""And I think that when you say it's 'self-inflicted', it feels like you're just blaming them for a situation that isn't really their fault.""","""你的‘自酿苦果’在我听来只是在责怪人民，却忽略了这并非他们的错。"""
1353,第一幕·场景4,a1s4,54,a,Amicus,台词,"""Yes, I understand that, but what I said is mostly out of frustration. It's difficult to sway these people and at times I'm at a loss for what to do about the Lux problem.""","""可以理解，但其实我更多是在抱怨。这里的人太顽固了，有时候，我是真的对卢克斯的问题束手无策。"""
1354,第一幕·场景4,a1s4,55,m,主角(MC),台词,"""Well, make sure you stop calling it the 'Lux problem', first of all.""","""首先，别再管这叫‘卢克斯的问题’了。"""
1355,第一幕·场景4,a1s4,57,a,Amicus,台词,"""I'd never say that out loud to anyone else, of course.""","""放心，我只私下里这样说。"""
1356,第一幕·场景4,a1s4,58,m,主角(MC),台词,"""But someone might hear you. We both know there can be ears anywhere.""","""但隔墙有耳。要知道，窃听者可能无孔不入。"""
1357,第一幕·场景4,a1s4,60,a,Amicus,台词,"""I suppose you're right. But that doesn't fix the actual issue.""","""也许吧，但一个叫法改变不了什么。"""
1358,第一幕·场景4,a1s4,61,m,主角(MC),台词,"""Have you tried building a better relationship with Lux?""","""你试过改善与卢克斯的关系吗？"""
1359,第一幕·场景4,a1s4,62,a,Amicus,台词,"""Of course! But like I said, the funds we send them end up in pockets that we cannot trace. Attempts to regulate or even withhold funds end in riots.""","""当然了！但正如我说的那样，拨给他们的资金最终流进了看不见的腰包，管控乃至扣押的手段都以暴乱告终了。"""
1360,第一幕·场景4,a1s4,63,a,Amicus,台词,"""Attempts to purge unqualified politicians from the ballots end in riots. Really, any attempts to make Lux resemble a civilized Adastran city end in riots that do not end until Adastra gives in to their demands.""","""清洗不合格政客的尝试也以暴乱告终。说实话吧，任何让卢克斯成为文明城市的企图都会以暴乱告终，直到阿达斯特拉屈服于他们的要求。"""
1361,第一幕·场景4,a1s4,65,a,Amicus,台词,"""Tell me, what the hell am I supposed to do to make them understand that Adastra simply wants what is best for them?""","""天啊，我到底该怎么做，才能让他们明白阿达斯特拉是为了他们好呢？"""
1362,第一幕·场景4,a1s4,66,,,旁白,"Amicus's frustration is palpable, but despite his annoyed and growling tone, I know it's not directed at me.",Amicus的沮丧可想而知。尽管他丝毫不掩饰自己的懊恼与怒音，但我知道这并不是在针对我。
1363,第一幕·场景4,a1s4,67,,,旁白,"Another reason I don't feel qualified to judge or tell him what to do is because I know he spends most of his time thinking about things that I can only chime in on, which I imagine is a bit irritating.",我之所以不想评判或给出建议，还有一个原因，那就是大部分政务我也只能动动嘴皮子，也许是我不耐烦了吧。
1364,第一幕·场景4,a1s4,68,,,旁白,"But he seems to be genuinely seeking my advice, so I try to.",但他似乎真的在征求我的意见，那我就试试看好了。
1365,第一幕·场景4,a1s4,69,m,主角(MC),台词,"""From what I understand, a lot of the problems in Lux come from its isolation, right?""","""据我所知，卢克斯的不少问题均来自于它的孤立，对不对？"""
1366,第一幕·场景4,a1s4,71,a,Amicus,台词,"""I would say so, yes.""","""我不否认。"""
1367,第一幕·场景4,a1s4,72,m,主角(MC),台词,"""Oh, and I think a few centuries back an emperor tried to, uh, 'calm the rebellious spirit of Luxians' by importing large amounts of hard liqour into the city... which I can't imagine had a good effect on the people.""","""记得几个世纪前，有一位皇帝曾试图通过向城市输入大量烈酒，以抚平卢克斯人的叛逆精神...很难想象这会起到什么积极作用。"""
1368,第一幕·场景4,a1s4,74,a,Amicus,台词,"""I... do not recall that policy? Did Com tell you that?""","""我...不记得有这个政策？是Com教你的吗？"""
1369,第一幕·场景4,a1s4,75,,,旁白,I remember that I need to tell Amicus that I'm using Khemian records to get a better context for Adastran history.,我有必要告诉Amicus，为了更全面地了解阿达斯特拉史，我参考了克希米亚的版本。
1370,第一幕·场景4,a1s4,76,,,旁白,"Just not right now, with all this other crap going on.",但不是现在，乱七八糟的事已经够多了。
1371,第一幕·场景4,a1s4,77,m,主角(MC),台词,"""I think so. Either way, maybe you can try to address those problems? How do you usually get from one city to another?""","""好像是。总之，也许你可以着手解决一下这些问题？你一般怎么去另一个城市？"""
1372,第一幕·场景4,a1s4,78,a,Amicus,台词,"""Er, well, through flight, of course.""","""呃，当然是全程坐飞行器了。"""
1373,第一幕·场景4,a1s4,79,m,主角(MC),台词,"""Can a Luxian afford that?""","""卢克斯人坐得起吗？"""
1374,第一幕·场景4,a1s4,80,a,Amicus,台词,"""No, most can not. Most travel is done by automated chariots.""","""很少，这里的主流出行方式是自动马车。"
1375,第一幕·场景4,a1s4,81,a,Amicus,台词,"""Though from Lux, I believe you must travel on foot out of the mountains first.""","""尽管如此，我想他们也得先徒步走出山区。"""
1376,第一幕·场景4,a1s4,82,,,旁白,I frown.,我皱起眉头。
1377,第一幕·场景4,a1s4,83,m,主角(MC),台词,"""Aren't the chariots really slow?""","""马车不会太慢了吗？"""
1378,第一幕·场景4,a1s4,85,a,Amicus,台词,"""Well, they're twice that of walking speed, thus it would take about two weeks to travel from here to Adastra city. So not terrible.""","""唔，还好吧，从这里到阿达斯特拉城大约需要两周时间，比步行快一倍呢。"""
1379,第一幕·场景4,a1s4,86,m,主角(MC),台词,"""How do they transport all the raw materials from the mining, or the goods from the factories?""","""那他们如何运输矿上的原材料跟货物？"""
1380,第一幕·场景4,a1s4,88,a,Amicus,台词,"""Those are moved by foot and chariot to a major river, then placed on boats.""","""先通过人力和马车运到一条主要河流，再送上船。"""
1381,第一幕·场景4,a1s4,89,m,主角(MC),台词,"""Do people travel on the boats?""","""人们能乘船旅行吗？"""
1382,第一幕·场景4,a1s4,91,a,Amicus,台词,"""No, the boats are only for the transportation of goods and resources, and the river only connects to Tricelli. They refine the resources and distribute the goods to other cities. What are you going on about, anyway?""","""不，那些船只用来运输货物和资源，河也只通往特里切利。那里的人会对资源进行提纯，还有将货物配送到其他城市。话说，你问这些做什么？"""
1383,第一幕·场景4,a1s4,92,m,主角(MC),台词,"""I'm trying to figure out how people get around on Adastra. From what I can tell, the main problem here is how isolated it is. On Earth, if a state wants to unify its people, it connects its people.""","""我想知道阿达斯特拉人的出行方式。在我看来，孤立是这里的根本问题。在我们地球，如果一个国家想要统一，就必须先联系起它的人民。"""
1384,第一幕·场景4,a1s4,93,m,主角(MC),台词,"""That's usually done through roads, trains, aircraft: you know, general public transport. It sounds like Adastra doesn't really have that.""","""比如公路、火车，飞机等公共交通，但阿达斯特拉貌似都不具备。"""
1385,第一幕·场景4,a1s4,95,a,Amicus,台词,"""Ah, yes, well, we already have the roads and they've served us well for thousands of years.""","""这，呃，我们有公路呀，它们为我们服务了数千年。"""
1386,第一幕·场景4,a1s4,96,m,主角(MC),台词,"""And they only serve slow chariots. I'm not sure how the parents work, or if maybe you can ask Khemia for help, but high-speed transportation for the general public would probably be my first step.""","""但仅限慢车。我不清楚Parents的打算，也许你可以去问克米扬。至于我，我可能会把为公众提供高速交通作为第一步。"""
1387,第一幕·场景4,a1s4,98,a,Amicus,台词,"""Hmm.""","""嗯..."""
1388,第一幕·场景4,a1s4,99,,,旁白,Amicus stares at me and I shake my head.,在Amicus的注视下，我摇了摇头。
1389,第一幕·场景4,a1s4,100,m,主角(MC),台词,"""Sorry, I don't know much about what's possible, so I probably sound crazy right now.""","""抱歉，听起来很没逻辑吧，我只是纸上谈兵罢了。"""
1390,第一幕·场景4,a1s4,101,a,Amicus,台词,"""Well, it's certainly not an easy or quick proposition, but it's something that can be looked into. I appreciate the idea, though one of the reasons we've never pursued a better connection with Lux is because its people do not seem to want one.""","""这当然不是个简单的命题，但可以被攻破。我很欣赏你的想法，虽然我们之所以没有建立更加良好的外交关系，原因之一是这似乎有悖这里的民意。"""
1391,第一幕·场景4,a1s4,102,m,主角(MC),台词,"""Well, maybe it's {i}because{/i} they feel so isolated, like they're not part of Adastra. Over time, that could change.""","""也许是{b}因为{/b}他们感到孤单，觉得自己不是阿达斯特拉的一份子呢。不过随着时间的推移，这种状况会好转的。"""
1392,第一幕·场景4,a1s4,104,a,Amicus,台词,"""I suppose that could be the case. I'll ask some of the others about it.""","""希望如此，我会去请教其他人的。"""
1393,第一幕·场景4,a1s4,105,m,主角(MC),台词,"""Maybe we could ask Magis, since he's coming with us now?""","""可以问问Magis，他不是要跟我们同行吗？"""
1394,第一幕·场景4,a1s4,107,,,旁白,"Amicus shifts, looking a bit embarrassed at the mention of the other wolf, and I feel bad bringing him up.",听到那只狼的名字，Amicus扭了扭身子，显得有点窘迫，我也不免有些自责。
1395,第一幕·场景4,a1s4,108,a,Amicus,台词,"""Yes, that will likely be necessary.""","""是啊，有这个必要。"""
1396,第一幕·场景4,a1s4,110,,,旁白,"I'm tired of talking politics, and Amicus seems to just be tired, so I get up and join him on his own couch, and he sets aside his wine to hold me close to him.",政治上的讨论令我感到厌倦，Amicus好像也累了。于是我站起来，坐在他的长椅上。他见状把酒放在一旁，将我搂入怀中。
1397,第一幕·场景4,a1s4,111,,,旁白,"I feel the hardness of his cape's clasp against my head, and I help him pull the red fabric over his head, careful to set aside his golden crown first.",他斗篷上的环扣刚好抵住我的头，于是我小心地摘下他的金桂冠，再帮他把那块红色的布料拽过头顶。
1398,第一幕·场景4,a1s4,112,,,旁白,"It's slightly bent out of shape, I assume from the fight, but I don't mention it as he pulls me back in against his body.",皇冠有少许变形，大概是因为比赛吧。但我并没有提及，只是顺从地由他把我拉了回去。
1399,第一幕·场景4,a1s4,114,,,旁白,"I begin to gently rub his chest and stomach, running my hands over his thick pecs and down his padded stomach, which I'm sure is still aching.",我开始抚摸他厚实的胸肌，在他鼓鼓的肚子上轻柔地揉搓-他肯定还在痛。
1400,第一幕·场景4,a1s4,115,,,旁白,"We're both already falling asleep, so I give him a light version of my usual rubdown.",鉴于我们都困得不行了，我只给他做了个轻量版的按摩。
1401,第一幕·场景4,a1s4,116,,,旁白,"I listen to his breathing and notice his pants crotch bulging just slightly, but I can tell he's too tired for any serious action tonight.",我聆听着他的呼吸声，留意到了他微微鼓起的裤裆，但看得出来，他已经累得拿不出什么实际行动了。
1402,第一幕·场景4,a1s4,118,a,Amicus,台词,"""Thank you for speaking candidly with me, [mc]. You always have fantastic insight.""","""感谢你的肺腑之言，[mc]，你的见解总是很独到。"""
1403,第一幕·场景4,a1s4,119,m,主角(MC),台词,"""Thanks. You're doing a fantastic job as an emperor.""","""谢谢，你也是一位出色的皇帝。"""
1404,第一幕·场景4,a1s4,122,,,旁白,Amicus looks at me in a way that tells me that made him a bit emotional.,Amicus含情脉脉地注视着我。
1405,第一幕·场景4,a1s4,123,,,旁白,"I rub my head against his chest and before long, we're both drifting off to sleep...",我用头磨蹭他的胸口，没过多久，我们便一同进入了梦乡...
1406,第一幕·场景4,a1s4,127,,,旁白,"Amicus dreams heavily that night, several different scenes flashing through his mind.",Amicus那晚做了很多梦，许多不同的场景从他的脑海中闪过。
1407,第一幕·场景4,a1s4,128,,,旁白,"One in which his father chides him for his loss against Magis, another in which Virginia is berating him for failing to unify Adastra, and finally one where [mc] stands in a large, cavernous room filled with other humans.",在其中一个梦里，他的父亲责怪他输给了Magis。而另一个梦中，Virginia怒斥他没能统一阿达斯特拉。至于最后，则是[mc]站在一个挤满了人类的巨大房间里。
1408,第一幕·场景4,a1s4,129,,,旁白,"Amicus can tell that [mc] is distressed, looking unsure, hesitant, and Amicus wants to help him, but he's not able to speak because he isn't there.",Amicus看得出[mc]十分苦恼，不知所措。他想要帮助他，然而他说不出话来，因为他只是一名看客。
1409,第一幕·场景4,a1s4,130,,,旁白,"These dreams are typical, but the last one transitions into something that isn't a dream, something that Amicus is becoming more familiar with as the Parents exert their influence more and more.",有别于之前那些典型的梦，随着Parents施加的影响越来越深，这个似梦非梦的东西在Amicus眼中愈发清晰。
1410,第一幕·场景4,a1s4,132,,,旁白,And it's about [mc].,是关于[mc]的。
1411,第一幕·场景4,a1s4,135,,,旁白,"Amicus startles awake, looking down to confirm [mc] is there with him, feeling immense relief when he does.",Amicus猛然惊醒，他赶忙低头去找[mc]，在确认了对方的存在后，他感到莫大的宽慰。
1412,第一幕·场景4,a1s4,136,,,旁白,Then he hears what awoke him.,接着，他才听见唤醒自己的声音。
1413,第一幕·场景4,a1s4,138,,,旁白,A knocking sound on the door.,一阵敲门声。
1414,第一幕·场景4,a1s4,139,,,旁白,"Amicus pauses, then whispers at the ceiling.",Amicus先是愣了下，然后对着天花板悄声唤道：
1415,第一幕·场景4,a1s4,140,a,Amicus,台词,"""Com?""","""Com？"""
1416,第一幕·场景4,a1s4,141,com,Computer,台词,"""Yes, Amicus?""","""什么事，Amicus？"""
1417,第一幕·场景4,a1s4,142,,,旁白,"Com whispers back, leaving Amicus grateful that amongst the expensive décor, they'd also installed a PA system.",听到Com窃窃的回答，Amicus庆幸这富丽堂皇的装饰中还包括了广播系统。
1418,第一幕·场景4,a1s4,143,a,Amicus,台词,"""Who is at the door?""","""门外是谁？"""
1419,第一幕·场景4,a1s4,144,,,旁白,Amicus is careful to keep his voice low as [mc] shifts around against his body.,注意到[mc]动了动身体，Amicus把声音压得更低了。
1420,第一幕·场景4,a1s4,145,,,旁白,"Though he's mostly adjusted to Adastran hours, [mc] still sleeps a bit longer than the average wolf, and Amicus has to assume it's because humans need it.",虽然[mc]基本适应了阿达斯特拉的作息，但他的睡眠时间还是比狼要长一些，Amicus不得不假设这是人类的生理需要。
1421,第一幕·场景4,a1s4,146,com,Computer,台词,"""The Pharaoh's second son, Neferu, and the Khemian ambassador to Adastra, Brunis.""","""是法老的次子Neferu，以及克希米亚驻阿达斯特拉大使Brunis。"""
1422,第一幕·场景4,a1s4,148,,,旁白,"Amicus feels slightly annoyed, then moderately annoyed as the knocking sounds again, this time a bit louder, making [mc] stir once more.",敲门声再度响起，用更大的动静惊扰了[mc]的安眠，这令本就有些不爽的Amicus甚是恼火。
1423,第一幕·场景4,a1s4,149,,,旁白,"Gently, Amicus removes himself from the couch, keeping the human propped up before slowly laying him back against the cushions.",Amicus扶着人类，让他慢慢躺平，然后才小心地从长椅上站起来。
1424,第一幕·场景4,a1s4,150,,,旁白,"Deciding to forgo his cape and crown for now, the wolf strides to the front door of the estate, pulling it open quickly.",狼决定暂时放弃自己的斗篷和皇冠，他大步走上前，一把拉开门。
1425,第一幕·场景4,a1s4,153,,,旁白,The rush of frigid air almost takes Amicus's breath away after spending so much time in the climate-controlled villa.,在习惯了这座恒温别墅后，突然袭来的寒气让Amicus几乎窒息。
1426,第一幕·场景4,a1s4,157,,,旁白,Amicus can tell immediately that something bad has happened just by looking at Neferu's face.,Amicus瞥了眼Neferu的表情，立马就知道情况不妙。
1427,第一幕·场景4,a1s4,158,,,旁白,"Despite his initial annoyance, Amicus feels a prickle of worry that it could have something to do with the delegation.",担忧取代了最初的恼火，Amicus担心这与代表团有关。
1428,第一幕·场景4,a1s4,159,a,Amicus,台词,"""What happened?""","""出什么事了？"""
1429,第一幕·场景4,a1s4,160,,,旁白,"Neferu stays quiet, on the verge of pouting.",Neferu不说话，只是愤怒地噘着嘴。
1430,第一幕·场景4,a1s4,161,,,旁白,Amicus has never seen the jackal sulk in such a way.,Amicus从未见过胡狼如此闷闷不乐。
1431,第一幕·场景4,a1s4,162,,,旁白,"It's Brunis who finally speaks for him, when it's clear that Neferu isn't going to.",显然，Neferu没有开口的打算，于是Brunis出面解释道：
1432,第一幕·场景4,a1s4,164,br,Brunis,台词,"""Well, we were just out gettin' breakfast when we were, uh, harrassed, I guess.""","""我们不是刚出去吃早饭嘛，然后就被，呃，骚扰了。"""
1433,第一幕·场景4,a1s4,165,,,旁白,Amicus clenches his jaw tightly for just a second.,Amicus紧咬着下巴。
1434,第一幕·场景4,a1s4,166,a,Amicus,台词,"""And?""","""之后呢？"""
1435,第一幕·场景4,a1s4,168,br,Brunis,台词,"""Well, they started peltin' Neferu here with... I dunno, fruit, or vegetables or somethin'--""","""他们开始用...水果或蔬菜之类的东西扔Neferu..."""
1436,第一幕·场景4,a1s4,169,,,旁白,Amicus bites his tongue to hold back from cursing.,Amicus必须极力忍耐，才不至于破口大骂。
1437,第一幕·场景4,a1s4,170,a,Amicus,台词,"""What about the curfew?""","""不是有宵禁吗？"""
1438,第一幕·场景4,a1s4,171,br,Brunis,台词,"""It came from the windows. We went back to our flat, but then some of them did start start comin' out and formed a crowd at our door, demandin' we hand over Neferu.""","""他们隔着窗户扔的。我们好不容易回到公寓，结果被一群人堵了门，要求我们交出Neferu。"""
