序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
2814,第二幕·场景1,a2s1,1209,n,Neferu,台词,"""That's the thing, I see her emotional and physical exhaustion and she can't tell me a damn thing.""",
2815,第二幕·场景1,a2s1,1210,,,旁白,"I walk closer to Neferu, feeling his frustration, his pain.",
2816,第二幕·场景1,a2s1,1211,m,Scipio,台词,"""You know, it is interesting that you are so concerned about the feelings of others, yet your own thoughts and feelings are usually fully guarded.""",
2817,第二幕·场景1,a2s1,1213,n,Neferu,台词,"""Bit of a hypocrite, aren't I?""",
2818,第二幕·场景1,a2s1,1214,,,旁白,I shrug.,
2819,第二幕·场景1,a2s1,1215,m,Scipio,台词,"""Just complicated. We all are.""",
2820,第二幕·场景1,a2s1,1216,,,旁白,I hug him.,
2821,第二幕·场景1,a2s1,1218,n,Neferu,台词,"""Are you recovered from what happened?""",
2822,第二幕·场景1,a2s1,1219,m,Scipio,台词,"""Not really, as you can see from how I'm acting, but I promise to be as honest as I'm able in the coming days. As long as you're honest with me.""",
2823,第二幕·场景1,a2s1,1221,n,Neferu,台词,"""Can we--can we talk about that in the morning. I'm so tired, and I...""",
2824,第二幕·场景1,a2s1,1224,,,旁白,"He sighs, seeming to run out of words, and seeing his facade come down, I know he's telling the truth about being tired.",
2825,第二幕·场景1,a2s1,1226,,,旁白,"So, I lead him to the bed, and we lay down, falling asleep almost instantly.",
2826,第二幕·场景2,a2s2,7,,,旁白,There wasn't much time to talk in the morning because Neferu was already gone.,
2827,第二幕·场景2,a2s2,8,,,旁白,"Already feeling down about that, things became even worse when, after Amicus asked me to come along to their meeting this time, I was stopped at the door by Ramoses.",
2828,第二幕·场景2,a2s2,9,,,旁白,"He seemed to almost zero in on me, saying I would not be allowed due to my rank and position as a student to Veteris.",
2829,第二幕·场景2,a2s2,10,,,旁白,"Embarrassing would be the word to describe that morning, and learning that the Vizier seems to actively dislike me for no specified reason compounds it all.",
2830,第二幕·场景2,a2s2,11,,,旁白,"I sit in the common area, downloading and reading Khemian books on my portal.",
2831,第二幕·场景2,a2s2,12,,,旁白,"I note that {i}A Khemian Counterpoint{/i} is quite a bit longer than the version I read, and as I skim, I note a chapter dedicated to 'wolverines'.",
2832,第二幕·场景2,a2s2,13,,,旁白,I vaguely wonder if that's the same species as Brunis.,
2833,第二幕·场景2,a2s2,14,,,旁白,Despite the fact that they've been translated to Adastran and contain knowledge I would have happily given up all my material possessions for...,
2834,第二幕·场景2,a2s2,15,,,旁白,My mind wanders.,
2835,第二幕·场景2,a2s2,16,,,旁白,"This trip, and really my life as a whole, is not turning out the way I would have imagined it.",
2836,第二幕·场景2,a2s2,17,,,旁白,"After the events of this morning, I realize now how little I truly matter in this mission.",
2837,第二幕·场景2,a2s2,18,,,旁白,I very nearly asked Emperor Amicus what my purpose here even is.,
2838,第二幕·场景2,a2s2,19,,,旁白,A childhood of advanced schooling.,
2839,第二幕·场景2,a2s2,20,,,旁白,A university experience that left a third of my friends maimed or dead.,
2840,第二幕·场景2,a2s2,21,,,旁白,"More than two years of intense competition with two of my peers, all while navigating my mental deficiencies.",
2841,第二幕·场景2,a2s2,22,,,旁白,For what?,
2842,第二幕·场景2,a2s2,23,,,旁白,"But as I skim text describing the early and oddly peaceful relations between Khemia and Adastra, I realize that the strangest aspect of all of this is that I don't feel guilt, or fear at these illegal thoughts.",
2843,第二幕·场景2,a2s2,24,,,旁白,Maybe it's because I'm on Khemia.,
2844,第二幕·场景2,a2s2,25,,,旁白,Or maybe that part of me truly died during the traumatic journey here.,
2845,第二幕·场景2,a2s2,26,,,旁白,"But I somehow feel more distant from Adastra, and really the Galaxias as a whole.",
2846,第二幕·场景2,a2s2,27,,,旁白,"In fact, if I didn't have Mother to worry about, I'd probably ask Neferu about seeking asylum here, despite not having seen more than the palace.",
2847,第二幕·场景2,a2s2,28,,,旁白,"I assume the promise made by Khemia to accept any creature fleeing wolven oppression, including wolves themselves, still stands.",
2848,第二幕·场景2,a2s2,29,,,旁白,"He granted the human citizenship without any prior authorization, after all.",
2849,第二幕·场景2,a2s2,30,,,旁白,Now my sole duty is to compromise the one person I want to be able to trust.,
2850,第二幕·场景2,a2s2,31,,,旁白,"The more I hear Amicus talk, the less I want to hurt Neferu.",
2851,第二幕·场景2,a2s2,33,,,旁白,"I was under the impression that they were allies, and maybe they are, but Amicus's lack of concern for Neferu's emotional well-being is hard to stomach.",
2852,第二幕·场景2,a2s2,34,,,旁白,"The human was the bridge between them, and despite Amicus not saying so, it's clear that his thoughts about the human and Earth are distracting him.",
2853,第二幕·场景2,a2s2,35,,,旁白,"I sigh, glancing up in the direction of where Aya usually approaches.",
2854,第二幕·场景2,a2s2,36,,,旁白,"With Neferu having to reluctantly serve his brother for most of the day, my next session with Aya is the only thing I have to look forward to.",
2855,第二幕·场景2,a2s2,37,,,旁白,"I don't expect to see her, but I'm surprised to see Brunis.",
2856,第二幕·场景2,a2s2,40,,,旁白,"I straighten up, embarrassed at being caught lounging so casually, even though I know Brunis does not care.",
2857,第二幕·场景2,a2s2,41,m,Scipio,台词,"""Good morning, Brunis. Sorry, I did not realize you were standing there.""",
2858,第二幕·场景2,a2s2,43,br,Brunis,台词,"""Morning, Skip. Hope it didn't seem like I was doing that on purpose. Was about to say 'hi' but you look a little, uh, like you're not having a very good morning yourself.""",
2859,第二幕·场景2,a2s2,44,,,旁白,"I smile, finding myself sliding back into a false demeanor of cheerfulness now that a member of the envoy is seeing me.",
2860,第二幕·场景2,a2s2,45,m,Scipio,台词,"""Oh, I'm fine. I'm often told that I look rather morose while I'm reading. My friends believe it's an unconscious, learned behavior I developed to avoid being interrupted.""",
2861,第二幕·场景2,a2s2,46,,,旁白,I set the portal aside.,
2862,第二幕·场景2,a2s2,47,m,Scipio,台词,"""Of course, I don't mind being interrupted by you, Brunis. Did you need me for anything?""",
2863,第二幕·场景2,a2s2,49,br,Brunis,台词,"""Nah, I'm just kinda wandering around since I don't have much to do until we go into the city tomorrow.""",
2864,第二幕·场景2,a2s2,50,,,旁白,The Khemian ambassador sits across from me.,
2865,第二幕·场景2,a2s2,51,m,Scipio,台词,"""I'm in a similar position, though I don't believe I will have much to do while in the city either. I just need to be 'seen'.""",
2866,第二幕·场景2,a2s2,53,br,Brunis,台词,"""Just being seen by the public is a pretty big deal. Khemians are familiar with Amicus, and since Veteris is kind of eccentric, you'll make a nice contrast, being young and having a calm temperament. Though, uh...""",
2867,第二幕·场景2,a2s2,55,br,Brunis,台词,"""Though, the reason I didn't say anything at first is because you looked a bit upset, that's all.""",
2868,第二幕·场景2,a2s2,56,,,旁白,"My mood had been growing lighter, but now it stalls.",
2869,第二幕·场景2,a2s2,57,,,旁白,I had hoped he'd let it go after the first attempt.,
2870,第二幕·场景2,a2s2,58,m,Scipio,台词,"""How so?""",
2871,第二幕·场景2,a2s2,60,br,Brunis,台词,"""Tail twitches and fur-pulling. But maybe you do that while reading, too?""",
2872,第二幕·场景2,a2s2,61,,,旁白,I glance down at the stuffed seating I'm on and see a few clumps of fur on my lap and by my side.,
2873,第二幕·场景2,a2s2,62,,,旁白,The amount shows it goes far beyond any typical shedding; obvious signs of compulsive fur-pulling.,
2874,第二幕·场景2,a2s2,63,,,旁白,"I stare at it for a moment, mainly because it's been so long since I had such a habit.",
2875,第二幕·场景2,a2s2,64,,,旁白,Not since childhood.,
2876,第二幕·场景2,a2s2,66,m,Scipio,台词,"""Oh, sorry, I didn't even realize.""",
2877,第二幕·场景2,a2s2,67,,,旁白,"I begin pinching up the clumps of fur, but I'm interrupted by Ahm.",
2878,第二幕·场景2,a2s2,68,ahm,Ahm,台词,"""Please do not worry yourself with cleaning up fur. Automated cleaning drones will sweep the area multiple times a day.""",
2879,第二幕·场景2,a2s2,69,,,旁白,I'm left staring at the fur in my paw before I just drop it to the ground.,
2880,第二幕·场景2,a2s2,70,m,Scipio,台词,"""Thanks, Ahm.""",
2881,第二幕·场景2,a2s2,71,ahm,Ahm,台词,"""Of course, Scipio.""",
2882,第二幕·场景2,a2s2,72,,,旁白,I'm left wondering if the return of a childhood compulsion is some kind of bad sign.,
2883,第二幕·场景2,a2s2,74,br,Brunis,台词,"""I mean, obviously I'm not complaining that you're making a mess or anything. Just uh, noticing something might be bothering you.""",
2884,第二幕·场景2,a2s2,75,,,旁白,"I debate talking to Brunis about my problems, something I never would have considered as recently as yesterday.",
2885,第二幕·场景2,a2s2,76,,,旁白,"I slowly exhale, deciding to go with my more immediate problems.",
2886,第二幕·场景2,a2s2,77,m,Scipio,台词,"""I suppose I'm simply feeling unmoored in terms of what my assignment here actually is.""",
2887,第二幕·场景2,a2s2,79,br,Brunis,台词,"""Does this have something to do with the meeting they're having in the throne room?""",
2888,第二幕·场景2,a2s2,80,m,Scipio,台词,"""Yes, I was stopped and told by Ramoses specifically that I would not be needed. While that's true, I'm also a backup for Veteris. He's not exactly healthy, and while unlikely, I may need to step into his role if something were to happen.""",
2889,第二幕·场景2,a2s2,82,br,Brunis,台词,"""I see. Kinda feels like you're being dismissed for your age, or rank?""",
2890,第二幕·场景2,a2s2,83,,,旁白,I look up at the ceiling.,
2891,第二幕·场景2,a2s2,84,m,Scipio,台词,"""Ahm, can we have privacy for this conversation?""",
2892,第二幕·场景2,a2s2,86,ahm,Ahm,台词,"""Of course, Scipio.""",
2893,第二幕·场景2,a2s2,87,m,Scipio,台词,"""While Veteris tried to protest my exclusion, Amicus simply silenced him and I was left here. It makes me wonder if Vizier Ramoses is simply that... difficult to communicate with, forgive me for saying.""",
2894,第二幕·场景2,a2s2,89,,,旁白,Now Brunis glances at the ceiling before turning his attention back to me.,
2895,第二幕·场景2,a2s2,91,br,Brunis,台词,"""It seems to be that way, yeah. Now I see why you asked Ahm to leave, hah.""",
2896,第二幕·场景2,a2s2,92,,,旁白,I jump at the opportunity to gain intel.,
2897,第二幕·场景2,a2s2,93,m,Scipio,台词,"""Oh, does Ahm, or any other device in the palace record audio?""",
2898,第二幕·场景2,a2s2,95,br,Brunis,台词,"""I'm not sure, but Ahm listens to the pharaoh above all others, so it's possible.""",
2899,第二幕·场景2,a2s2,96,m,Scipio,台词,"""I mainly asked because any sort of criticism of my emperor could result in my dismissal from the envoy and possibly even prison for me and my relatives.""",
2900,第二幕·场景2,a2s2,97,m,Scipio,台词,"""Of course, it depends on the emperor and Amicus is usually not very vindictive. I remember reading that Khemian citizens had the right to criticize their pharaoh, though?""",
2901,第二幕·场景2,a2s2,99,br,Brunis,台词,"""We do, but I kind of have a similar problem. Vizier Ramoses is pretty intense, so I'm keeping on my toes until the actual pharaoh gets back.""",
2902,第二幕·场景2,a2s2,100,m,Scipio,台词,"""I see.""",
2903,第二幕·场景2,a2s2,101,,,旁白,"I note how Brunis is sitting, resting back, like he's not about to go anywhere anytime soon.",
2904,第二幕·场景2,a2s2,102,m,Scipio,台词,"""Forgive me for asking, but shouldn't you be in that same meeting?""",
2905,第二幕·场景2,a2s2,104,br,Brunis,台词,""" He didn't ask me to attend, so I assume I wasn't invited either.""",
2906,第二幕·场景2,a2s2,106,,,旁白,That makes me feel a bit better about my own situation.,
2907,第二幕·场景2,a2s2,107,m,Scipio,台词,"""Guess I shouldn't be feeling so sorry for myself, in that case.""",
2908,第二幕·场景2,a2s2,109,br,Brunis,台词,"""I get it. I mean, you spent the past few years getting ready for {i}this{/i} specific moment. I've been working at it for the past five years, so it makes sense you'd be pissed off.""",
2909,第二幕·场景2,a2s2,110,m,Scipio,台词,"""Why don't we talk about other things then, so we don't feel so 'on toes'?""",
2910,第二幕·场景2,a2s2,113,br,Brunis,台词,"""Yes, I'd prefer that.""",
2911,第二幕·场景2,a2s2,115,br,Brunis,台词,"""To be honest, Skip, I've been feeling that way ever since we got here. So, uh, not to scare you, but it might be good to keep on our toes for the next few days.""",
2912,第二幕·场景2,a2s2,116,,,旁白,"I nod, almost used to being told that something is off along with feeling the unspoken tension myself.",
2913,第二幕·场景2,a2s2,117,,,旁白,And it all seems to revolve around Ramoses.,
2914,第二幕·场景2,a2s2,118,,,旁白,"I file it away for something I might bring up in the night's meeting with Amicus, depending on how the meeting goes.",
2915,第二幕·场景2,a2s2,120,br,Brunis,台词,"""So, wat'cha readin'?""",
2916,第二幕·场景2,a2s2,121,,,旁白,"I glance down at my portal, now just a thin steel rod, due to inactivity.",
2917,第二幕·场景2,a2s2,122,m,Scipio,台词,"""Oh, I'm just skimming some texts to read later. I might start on {i}Counterpoint{/i} again, since I can tell just by glancing at it that the version I read in the Forbidden Library is heavily abridged and probably edited.""",
2918,第二幕·场景2,a2s2,124,br,Brunis,台词,"""It could have been. I'm surprised you'd wanna go through something like that again though.""",
2919,第二幕·场景2,a2s2,125,m,Scipio,台词,"""Honestly, I find the sections about Khemian and Adastran interaction to be the most interesting. Considering we've been so isolated during my entire lifetime, seeing any exchange between our people, whether mundane or hostile, is fascinating.""",
2920,第二幕·场景2,a2s2,127,br,Brunis,台词,"""Ah, that's true. Well, hopefully you'll get to see it all come back in your lifetime. The good parts I mean. Hell, with the position you're already in, you might get to see the Galaxias High Council someday too.""",
2921,第二幕·场景2,a2s2,128,,,旁白,"I almost smirk at the thought, though I know it's the remnants of me feeling sorry for myself after the events of this morning.",
2922,第二幕·场景2,a2s2,129,m,Scipio,台词,"""Maybe. By the way, Brunis. I noticed a section while I was skimming about a wolverine species discovered by the Khemians 150 years ago. It made me curious as to where your race came from.""",
2923,第二幕·场景2,a2s2,131,br,Brunis,台词,"""Ah, was that section cut out of the Adastran translation?""",
2924,第二幕·场景2,a2s2,132,m,Scipio,台词,"""I think so. I don't recall reading it. Is that your people?""",
2925,第二幕·场景2,a2s2,134,br,Brunis,台词,"""Yeah, actually. I'll let you read it though. Hatherhotep puts it into words better than I ever could.""",
2926,第二幕·场景2,a2s2,135,,,旁白,"I wonder if it's modesty, or a lack of knowledge on history that's holding Brunis back, but I can tell he's using restraint.",
2927,第二幕·场景2,a2s2,136,m,Scipio,台词,"""Alright, I'll give it a read and let you know when I've finished. I'm sure it's fascinating.""",
2928,第二幕·场景2,a2s2,138,br,Brunis,台词,"""Just be warned it's not exactly a happy story. Might be the reason Adastran censors cut it out.""",
2929,第二幕·场景2,a2s2,140,,,旁白,"That sounds a bit ominous, but as I'm about to ask him to expand on that, I see movement behind him.",
2930,第二幕·场景2,a2s2,148,aya,Aya,台词,"""Hello, Brunis, Scipio.""",
2931,第二幕·场景2,a2s2,150,br,Brunis,台词,"""Hey, Aya.""",
2932,第二幕·场景2,a2s2,151,m,Scipio,台词,"""Hello, it's good to see you again.""",
2933,第二幕·场景2,a2s2,153,aya,Aya,台词,"""You as well.""",
2934,第二幕·场景2,a2s2,155,aya,Aya,台词,"""What are the two of you talking about? I heard something about reading and censorship?""",
2935,第二幕·场景2,a2s2,156,m,Scipio,台词,"""I'm reading {i}A Khemian Counterpoint to Adastra a History{/i}.""",
2936,第二幕·场景2,a2s2,158,aya,Aya,台词,"""Oh really? That's a rough one. Hopefully you aren't too mentally drained by it?""",
2937,第二幕·场景2,a2s2,160,m,Scipio,台词,"""I'm fine, I won't start reading it until after our session.""",
2938,第二幕·场景2,a2s2,161,,,旁白,I intend to do exactly that as the reactions of both Khemians is starting to make me not just curious but concerned.,
2939,第二幕·场景2,a2s2,162,,,旁白,It's the feeling that I don't know something I should.,
2940,第二幕·场景2,a2s2,164,br,Brunis,台词,"""Just remember that it all happened before you were born.""",
2941,第二幕·场景2,a2s2,165,,,旁白,"I turn on my portal and put a bookmark on the section titled ""The Price of Metal"" to read later tonight.",
2942,第二幕·场景2,a2s2,166,aya,Aya,台词,"""Are you ready for our session today, Scipio?""",
2943,第二幕·场景2,a2s2,167,m,Scipio,台词,"""Sure, I'll just need to take my portal back to my room.""",
2944,第二幕·场景2,a2s2,169,aya,Aya,台词,"""Oh, we can just have Ahm do that. Ahm!""",
2945,第二幕·场景2,a2s2,170,,,旁白,There's a pause.,
2946,第二幕·场景2,a2s2,172,m,Scipio,台词,"""Oh, we're done with our conversation Ahm. Could you take my portal back to my room?""",
2947,第二幕·场景2,a2s2,173,ahm,Ahm,台词,"""Certainly.""",
2948,第二幕·场景2,a2s2,174,,,旁白,"I realize how futile it must be, trying to get privacy from Ahm if he's already listening for the command that we no longer need privacy.",
2949,第二幕·场景2,a2s2,175,,,旁白,"One of the smooth, glossy black drones is suddenly beside me, soundless, a metal appendage extending toward my portal before I hand it over and watch the drone float away.",
2950,第二幕·场景2,a2s2,177,aya,Aya,台词,"""Were you two exchanging secrets?""",
2951,第二幕·场景2,a2s2,179,br,Brunis,台词,"""You could say that. I'm guessing you guys are gonna go exchange your own secrets now?""",
2952,第二幕·场景2,a2s2,180,,,旁白,Brunis notes my look of surprise and raises his paws disarmingly.,
2953,第二幕·场景2,a2s2,182,br,Brunis,台词,"""Neferu was complaining about you two and your little 'sessions' yesterday. None of my business though.""",
2954,第二幕·场景2,a2s2,184,aya,Aya,台词,"""Oh Neferu. He has been feeling left out lately. We'll have to see how he's faring later today.""",
2955,第二幕·场景2,a2s2,187,aya,Aya,台词,"""Now, let's be off! Until next time Brunis.""",
2956,第二幕·场景2,a2s2,188,m,Scipio,台词,"""Yes, until then.""",
2957,第二幕·场景2,a2s2,190,br,Brunis,台词,"""Later. Think I'll just take a nap while you guys are doing your thing.""",
2958,第二幕·场景2,a2s2,199,,,旁白,"Now that I'm familiar with the basics, I follow Aya without hesitation into the contact room feeling only a little nervous about what's to come.",
2959,第二幕·场景2,a2s2,201,aya,Aya,台词,"""Alright, how are you feeling today, Scipio?""",
2960,第二幕·场景2,a2s2,202,,,旁白,I think to make sure that I'm putting the right words to the emotions I have.,
2961,第二幕·场景2,a2s2,203,m,Scipio,台词,"""I feel calm. I do have some lingering frustration over my role in the mission, but only if I dwell on it.""",
2962,第二幕·场景2,a2s2,205,aya,Aya,台词,"""Can you quiet that part of your mind for now?""",
2963,第二幕·场景2,a2s2,207,m,Scipio,台词,"""Yes.""",
2964,第二幕·场景2,a2s2,208,,,旁白,"I say it, but I'm already ahead of her, thinking of nothing except our session.",
2965,第二幕·场景2,a2s2,210,aya,Aya,台词,"""Great! Now, this is something I should have asked yesterday, but I must admit that I'm new to this and I'm sorry for my lapse in judgement yesterday.""",
2966,第二幕·场景2,a2s2,212,,,旁白,"I tilt my head, looking at Aya expectantly, trying to convey an attentive, but curious nature.",
2967,第二幕·场景2,a2s2,214,aya,Aya,台词,"""Do you have a history of any mental health difficulties? Namely psychosis or dissociation?""",
2968,第二幕·场景2,a2s2,215,aya,Aya,台词,"""I know you mentioned {i}ahewawi{/i} yesterday, but if dealt with in the appropriate way, like most other mental illnesses, it can be overcome.""",
2969,第二幕·场景2,a2s2,216,,,旁白,"I feel almost impatient with all of this, feeling like we've gone over this already.",
2970,第二幕·场景2,a2s2,217,m,Scipio,台词,"""Does this have to do with what happened yesterday?""",
2971,第二幕·场景2,a2s2,219,aya,Aya,台词,"""In a way. I ask for two reasons. The first being that if you do suffer from a mental health issue there are many options and resources I can help connect you with.""",
2972,第二幕·场景2,a2s2,220,,,旁白,"I nod, though I know that is something I cannot do while part of this envoy.",
2973,第二幕·场景2,a2s2,221,aya,Aya,台词,"""The second reason does have to do with yesterday. I want to make sure what happened to you wasn't caused by your own mind turning on you, which can happen in rare cases.""",
2974,第二幕·场景2,a2s2,223,aya,Aya,台词,"""Remember, I won't prod too much. This is all based on trust and our own agency.""",
2975,第二幕·场景2,a2s2,224,,,旁白,I take a deep breath.,
2976,第二幕·场景2,a2s2,225,m,Scipio,台词,"""Not that I'm aware of. While {i}ahewawi{/i} has caused me to dissociate in the past, it's been a long time. As for psychosis, that is where one has delusions and hallucinations?""",
2977,第二幕·场景2,a2s2,227,aya,Aya,台词,"""Yes, among other things.""",
2978,第二幕·场景2,a2s2,228,m,Scipio,台词,"""One of my university friends experienced it while suffering withdrawals from alcohol, but it's something I've never had to endure.""",
2979,第二幕·场景2,a2s2,229,m,Scipio,台词,"""What happened yesterday was... it was something real, and something I've only begun to experience shortly before arriving here on Khemia.""",
2980,第二幕·场景2,a2s2,230,m,Scipio,台词,"""I'm almost certain that it is not my own mind causing it.""",
2981,第二幕·场景2,a2s2,232,aya,Aya,台词,"""Understood. So, while we know of its existence, we're not fully certain on what it is. I just want you to know that it's something that can stop, depending on the choices you make.""",
2982,第二幕·场景2,a2s2,233,m,Scipio,台词,"""You-- know what I'm going through? Can you tell me anything about it?""",
2983,第二幕·场景2,a2s2,235,aya,Aya,台词,"""That's a very hard question to answer, but it's known that amongst the four siblings with a sakhaet, each has experienced the phenomenon in the past decade.""",
2984,第二幕·场景2,a2s2,236,aya,Aya,台词,"""Because of the lack of knowledge, we have to use the name 'The Leaves' to refer to it, since that's what it sounds like.""",
2985,第二幕·场景2,a2s2,238,aya,Aya,台词,"""My predecessor, who served for over one hundred years, said it was one of the more challenging anomalies he's faced, and it is by far the most disturbing.""",
2986,第二幕·场景2,a2s2,239,,,旁白,Relief floods me.,
2987,第二幕·场景2,a2s2,240,,,旁白,The knowledge that the strange voice and visions have afflicted others is somehow comforting.,
2988,第二幕·场景2,a2s2,241,m,Scipio,台词,"""And we have absolutely no idea what it could be?""",
2989,第二幕·场景2,a2s2,243,aya,Aya,台词,"""We've exhausted all records and resources we know of, and nothing comes up. It takes on different forms for each of us, but the throughline is this; it attempts to fool us into submitting to its will by offering what we want most.""",
2990,第二幕·场景2,a2s2,244,,,旁白,"I almost ask Aya about her experience, but I'm glad I don't after what she says next.",
2991,第二幕·场景2,a2s2,246,aya,Aya,台词,"""It's usually so personal that most do not ask or tell about it. If it reaches a point that feels out of your control, however, please do let me know. I just don't want to invade your privacy.""",
2992,第二幕·场景2,a2s2,247,,,旁白,"It's strange that, as a wolf, I wish this was the one thing she'd invade my privacy for.",
2993,第二幕·场景2,a2s2,248,m,Scipio,台词,"""Have any of the sakhaets fallen, or succumbed to it?""",
2994,第二幕·场景2,a2s2,250,aya,Aya,台词,"""No, and that's the good news. It seems to require a true {i}want{/i} on the part of the sakhaet to do the bidding of the Leaves.""",
2995,第二幕·场景2,a2s2,251,m,Scipio,台词,"""So I only need to resist its temptations?""",
2996,第二幕·场景2,a2s2,253,aya,Aya,台词,"""Yes, but that's easier said than done, isn't it? It can take a while, but for now, let's focus on not letting it creep in on our sessions.""",
2997,第二幕·场景2,a2s2,255,aya,Aya,台词,"""What we're doing today will almost guarantee that anyway, and because it requires so little mental energy, you can ask more questions either about the Leaves or simply what you see and learn today.""",
2998,第二幕·场景2,a2s2,257,,,旁白,"I'm feeling light and capable with this new information, no matter how vague and unsaid it had all been.",
2999,第二幕·场景2,a2s2,258,,,旁白,"Others like me have experienced it, and they all seem to have overcome it.",
3000,第二幕·场景2,a2s2,259,m,Scipio,台词,"""What is it that we're doing?""",
3001,第二幕·场景2,a2s2,261,aya,Aya,台词,"""We're going to actually try and read the Parents.""",
3002,第二幕·场景2,a2s2,263,,,旁白,Although that makes me far more nervous I do my best not to show it.,
3003,第二幕·场景2,a2s2,264,m,Scipio,台词,"""And that is easy?""",
3004,第二幕·场景2,a2s2,266,aya,Aya,台词,"""Yes. It's almost as if they allow it, or ignore it at the very least, so without resistance, you get hints and waves of intentions and feelings.""",
3005,第二幕·场景2,a2s2,268,aya,Aya,台词,"""Really the hard part is trying to piece it together afterwards.""",
3006,第二幕·场景2,a2s2,269,,,旁白,"I nod, absorbing and trying to memorize every word.",
3007,第二幕·场景2,a2s2,270,,,旁白,I wish I was able to take notes.,
3008,第二幕·场景2,a2s2,271,m,Scipio,台词,"""Alright, what must I do differently from yesterday to reach the Parents?""",
3009,第二幕·场景2,a2s2,273,aya,Aya,台词,"""So, you know that feeling you sometimes get where you're being pulled somewhere {i}higher{/i}?""",
3010,第二幕·场景2,a2s2,274,m,Scipio,台词,"""Yes.""",
3011,第二幕·场景2,a2s2,275,aya,Aya,台词,"So, you'll need to search for it, but once you feel an opening or pull, follow it up, all the way up. It might seem scary but know that's where the Parents are. You can't go too far so don't worry about that.""",
3012,第二幕·场景2,a2s2,276,,,旁白,I hate myself for letting the doubt and fear creep in as the moment of truth comes closer.,
3013,第二幕·场景2,a2s2,278,aya,Aya,台词,"""I'll be right with you the entire time. Just don't go too fast or in another direction.""",
3014,第二幕·场景2,a2s2,280,m,Scipio,台词,"""Like the Leaves?""",
3015,第二幕·场景2,a2s2,282,aya,Aya,台词,"""Yes, but the Leaves doesn't exist on the plane where the Parents reside, so as long as we go there, it has no power.""",
3016,第二幕·场景2,a2s2,284,,,旁白,I nod.,
3017,第二幕·场景2,a2s2,287,aya,Aya,台词,"""So, go ahead and begin meditating. I'll join you once I feel you've passed to the other side.""",
3018,第二幕·场景2,a2s2,289,m,Scipio,台词,"""How long will I need to keep meditating to achieve this?""",
3019,第二幕·场景2,a2s2,291,aya,Aya,台词,"""You might already not need to, but there's no reason to try that now. Keeping everything consistent and structured helps. Besides, a meditative or hypnotic state is the goal, anyway.""",
3020,第二幕·场景2,a2s2,293,m,Scipio,台词,"""Isn't Zanmek joining us?""",
3021,第二幕·场景2,a2s2,295,aya,Aya,台词,"""Tomorrow. This is more of an individual experience.""",
3022,第二幕·场景2,a2s2,297,,,旁白,"I nod, then cross my legs and sit on the soft sands, begin to breathe slowly, listening to soft sound of air going in then out, focusing on it.",
3023,第二幕·场景2,a2s2,308,,,旁白,"I open my eyes, and I'm surprised to see I'm there already.",
3024,第二幕·场景2,a2s2,309,,,旁白,Maybe I will try without meditation next time.,
3025,第二幕·场景2,a2s2,310,,,旁白,"I wait a moment, listening, then I call out with my mind.",
3026,第二幕·场景2,a2s2,311,m,Scipio,台词,"""Aya?""",
3027,第二幕·场景2,a2s2,312,,,旁白,Not here yet.,
3028,第二幕·场景2,a2s2,313,,,旁白,"I remember the Leaves and feel some anxiety, hoping it doesn't find me in this gap in time that I'm alone.",
3029,第二幕·场景2,a2s2,314,,,旁白,But that's when I feel the pull from above.,
3030,第二幕·场景2,a2s2,315,,,旁白,"I focus on it, and its pull strengthens, and I almost feel like a magnet, rising without having to do anything.",
3031,第二幕·场景2,a2s2,316,aya,Aya,台词,"""Scipio? Are you already--""",
3032,第二幕·场景2,a2s2,317,,,旁白,"Not wanting to miss the opportunity that I feel, I interrupt her.",
3033,第二幕·场景2,a2s2,318,m,Scipio,台词,"""I can feel it pulling me up already Aya. Let's go.""",
3034,第二幕·场景2,a2s2,319,,,旁白,"And I stop resisting, even as Aya begins to say something about taking things just a little slower.",
3035,第二幕·场景2,a2s2,325,,,旁白,"I don't seem to have that control though, and I feel as if I'm being stretched as I fly upwards at what feels to be faster-than-light speed.",
3036,第二幕·场景2,a2s2,328,,,旁白,Very hard.,
3037,第二幕·场景2,a2s2,329,,,旁白,"Not painful, but a jolt that interrupts that sensation of flight.",
3038,第二幕·场景2,a2s2,330,,,旁白,I wait in the darkness.,
3039,第二幕·场景2,a2s2,331,,,旁白,"I've lost Aya, but I'm not too worried, sensing a similar pull from below, where my body is, but I ignore that for now.",
3040,第二幕·场景2,a2s2,332,,,旁白,"Though I can't see anything, I sense what can only be the Parents.",
3041,第二幕·场景2,a2s2,333,,,旁白,"Movement around me feels like vast, monolithic hills and waves, and with a great deal of fear but also excitement, I open my mind, waiting to feel.",
3042,第二幕·场景2,a2s2,335,,,旁白,"The strange part is, I don't feel anything.",
3043,第二幕·场景2,a2s2,336,,,旁白,I... feel...,
3044,第二幕·场景2,a2s2,338,,,旁白,"Sapient 2,455,785,455,673 analyzes the infinite threads that spread in all directions and all possibilities.",
3045,第二幕·场景2,a2s2,339,,,旁白,"Sapient 2,455,785,455,673's timeline is at risk of accelerated corruption.",
3046,第二幕·场景2,a2s2,340,,,旁白,Former Risk: 42.751 percent.,
3047,第二幕·场景2,a2s2,341,,,旁白,Current Risk: 73.221 percent.,
